# id z use_grism1 OIII_flux OIII_error OIII_scale_to_photom OIII_EQW_obs OIII_EQW_obs_err HeI_flux HeI_error HeI_scale_to_photom HeI_EQW_obs HeI_EQW_obs_err SII_flux SII_error SII_scale_to_photom SII_EQW_obs SII_EQW_obs_err Ha_flux Ha_error Ha_scale_to_photom Ha_EQW_obs Ha_EQW_obs_err Hb_flux Hb_error Hb_scale_to_photom Hb_EQW_obs Hb_EQW_obs_err SIII_flux SIII_error SIII_scale_to_photom SIII_EQW_obs SIII_EQW_obs_err OII_flux OII_error OII_scale_to_photom OII_EQW_obs OII_EQW_obs_err OIIIx_flux OIIIx_error OIIIx_scale_to_photom OIIIx_EQW_obs OIIIx_EQW_obs_err HeII_flux HeII_error HeII_scale_to_photom HeII_EQW_obs HeII_EQW_obs_err Hg_flux Hg_error Hg_scale_to_photom Hg_EQW_obs Hg_EQW_obs_err Hd_flux Hd_error Hd_scale_to_photom Hd_EQW_obs Hd_EQW_obs_err MgII_flux MgII_error MgII_scale_to_photom MgII_EQW_obs MgII_EQW_obs_err uvj_flag sn_F160W sfr z_sfr
19067.0 1.8936 1.0 8.91 1.53 1.542 242.787531103 53.6770804534 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.17 1.47 1.439 34.4933646669 33.4669615704 -99.0 -99.0 -99.0 -99.0 -99.0 0.07 0.47 0.777 1.10243295549 17.1723804258 0.0 0.02 1.119 0.0518385402267 1.25449267349 0.0 0.0 1.322 0.0 0.0345590268178 0.25 0.93 1.106 4.98686756981 14.0447884988 0.01 0.05 0.969 0.138236107271 1.41692009953 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 36.0176796569 17.782 1.8936
19077.0 1.64323 1.0 23.34 0.91 1.702 988.434604631 111.897186397 0.54 0.45 1.778 32.2559898306 24.9127015054 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.56 0.83 1.689 166.243573204 47.6538174885 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.71 1.31 1.64 88.8988094112 48.2591374947 0.23 0.5 1.672 8.18316983388 16.0258471643 0.0 0.0 1.637 0.0151330001551 0.722600757407 3.65 2.53 1.612 118.608671966 81.5933535863 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 24.2716437655 21.321 1.6432
19151.0 1.55614 1.0 8.02 2.22 1.321 239.791247741 92.5223188088 0.04 0.21 1.238 1.41619786084 13.9741954666 -99.0 -99.0 -99.0 -99.0 -99.0 3.3 4.69 1.184 149.14676035 142.949916671 0.04 0.18 1.337 1.15799604091 12.0142089244 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.28 1.29 1.397 7.29615748746 40.5455100268 0.36 0.96 1.357 9.4243664275 30.3465381395 0.0 0.0 1.4 0.0 0.0899794220974 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 28.3526486638 -99.0 1.5561
19180.0 1.21223 1.0 27.74 2.3 1.473 465.864760897 70.3407873503 0.27 0.64 1.395 5.74081356821 10.4781148434 0.15 0.4 1.332 4.04117112597 8.69710653956 13.4 0.81 1.343 389.778639653 34.2414667553 1.91 3.08 1.488 35.0777269995 64.6044941078 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 63.2709529445 -99.0 1.2122
19330.0 1.87341 1.0 5.14 1.66 1.076 111.790520671 40.5093599591 0.0 0.0 1.175 0.00348018556349 1.59740517364 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.059 0.00696037112699 1.26330735955 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 0.915 0.0 0.0730838968334 0.0 0.0 0.998 0.0 0.302776144024 0.0 0.01 1.038 0.0243612989445 1.2772281018 0.0 0.0 0.995 0.0 0.247093175008 0.26 0.79 0.964 4.00917376915 14.8360310572 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 22.709293103 8.5951 1.8734
19403.0 1.21777 1.0 7.4 2.37 0.604 73.4205981684 25.3993876732 0.0 0.0 0.665 0.0 0.013527101548 0.0 0.0 0.72 0.00450903384932 0.26603299711 4.38 0.95 0.71 82.9211324889 18.4284213422 12.81 7.8 0.593 140.411314068 80.2337483147 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 30.4096559249 7.4904 1.2178
19454.0 2.27396 1.0 24.28 1.65 1.931 1111.47662158 403.98783125 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.09 2.19 1.995 106.44907085 104.249899205 -99.0 -99.0 -99.0 -99.0 -99.0 4.17 1.78 2.674 234.178181774 129.115810822 0.37 0.83 2.248 16.7717382008 39.5301103251 0.09 0.27 2.078 3.89742086036 13.387457391 3.75 1.35 2.261 183.368153551 76.6838935112 0.65 1.09 2.407 28.8732910604 43.0610025779 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 24.5707473088 19.671 2.274
19563.0 2.01319 1.0 5.97 1.88 0.802 51.3177064838 16.6799969468 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.41 1.32 0.79 13.6466668215 12.08022063 -99.0 -99.0 -99.0 -99.0 -99.0 0.74 2.08 0.687 6.00028541181 12.3988198554 0.01 0.03 0.746 0.0730123224888 0.935885224629 0.84 1.94 0.775 6.26578476631 8.47938563449 1.78 1.83 0.744 13.9785410147 12.2959388555 0.01 0.07 0.722 0.0896060321453 1.48679638523 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 45.8314477755 16.777 2.0132
19576.0 2.00116 1.0 5.02 2.43 0.835 67.5138946274 32.867291314 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.01 0.06 0.786 0.13994588759 3.18543496515 -99.0 -99.0 -99.0 -99.0 -99.0 2.19 1.95 0.457 16.5569313199 13.7180290288 0.02 0.11 0.63 0.176598381959 1.82262858361 0.0 0.0 0.73 0.0 0.166602247131 0.97 1.61 0.624 9.33305788428 11.152354423 0.18 0.8 0.555 1.45943568487 7.72034813206 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 49.8351115004 17.983 2.0012
19592.0 1.80247 1.0 7.91 1.26 1.593 226.293234183 47.2476065756 0.01 0.04 1.887 0.231938254468 6.96171591489 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.66 1.08 1.544 20.6282315243 22.6478784786 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.79 1.42 1.377 40.0896352146 28.5284052996 0.0 0.0 1.485 0.0 0.00356828083798 0.35 0.72 1.369 8.63880790874 15.9466470649 0.44 0.65 1.289 9.05986504762 13.3881897041 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 34.5088250793 5.4087 1.8025
19726.0 1.53324 1.0 8.41 1.52 0.98 86.0005368619 17.1045775371 0.15 0.4 1.068 2.10402488513 4.55148347571 -99.0 -99.0 -99.0 -99.0 -99.0 9.94 1.05 1.133 189.180654024 24.7035417094 1.2 1.33 0.965 13.4452321928 11.3333122799 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.75 0.96 0.911 6.50945034817 7.93450285011 0.25 0.62 0.946 2.21455527309 4.52779839257 0.49 0.86 0.908 4.57516855884 8.30162163869 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 52.1731380856 5.001 1.5332
19801.0 2.06792 1.0 20.38 2.06 1.195 349.810294923 50.0632350257 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.35 0.83 1.193 6.88414300243 14.6613992542 -99.0 -99.0 -99.0 -99.0 -99.0 8.7 8.31 1.172 160.082401106 122.959529584 0.36 1.05 1.184 5.42061070693 19.3257972828 0.0 0.0 1.19 0.0 0.00977861221935 4.87 2.65 1.184 80.0444600902 39.7989517328 0.19 0.57 1.18 2.97595765209 12.5361808652 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 35.8086943811 19.312 2.0679
19876.0 1.16301 1.0 113.81 9.2 1.124 696.473895174 70.8364732479 0.12 0.39 1.099 0.980115672142 3.51824540802 4.44 1.38 1.079 45.4875381991 14.5121844097 21.99 1.2 1.082 240.428846838 15.6541116315 0.0 0.0 1.128 0.0 0.0416086841947 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 73.9592376441 -99.0 1.163
19894.0 1.46083 1.0 7.04 1.46 1.009 87.7183714438 19.7372431253 0.12 0.32 0.96 1.78801461296 3.76295802636 1.75 1.18 0.921 30.3718664028 17.522543207 7.37 0.86 0.927 138.363885356 20.5174676837 0.17 0.47 1.018 2.39350137962 6.41653425877 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.053 0.0 0.158483113421 0.0 0.0 1.03 0.0 0.0 0.0 0.0 1.055 0.0 0.0081273391498 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 58.237841753 -99.0 1.4608
20012.0 1.85908 1.0 3.68 1.13 1.051 78.3993452439 23.9027939057 0.18 0.61 0.964 4.31957133064 15.1902010437 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.12 0.39 1.068 2.99397008828 9.85631741679 -99.0 -99.0 -99.0 -99.0 -99.0 2.52 7.75 1.232 77.7697720945 221.193530786 0.0 0.0 1.132 0.0 0.0104928858234 0.01 0.03 1.089 0.129412258489 2.36089931027 0.0 0.0 1.135 0.0034976286078 0.0734502007639 0.0 0.0 1.17 0.0 0.0664549435483 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 43.7035395025 17.851 1.8591
20062.0 2.18834 1.0 41.64 0.99 1.319 281.710858942 12.1724784684 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 10.59 0.75 1.292 80.7975310036 6.79350382958 -99.0 -99.0 -99.0 -99.0 -99.0 13.88 1.23 1.071 89.7300789753 9.23991795103 0.0 0.0 1.197 0.0 0.0 0.69 0.57 1.258 4.01462830187 3.03292622493 4.27 0.79 1.192 26.8133260568 5.01514894898 0.45 0.45 1.145 2.52168840212 2.55932554245 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 107.627363111 226.25 2.1883
20143.0 1.9183 1.0 4.23 0.94 0.961 96.0799095364 22.0128156804 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.75 0.92 0.942 18.2983243669 15.2040571566 -99.0 -99.0 -99.0 -99.0 -99.0 0.65 2.04 0.792 21.6770037351 52.4826097385 0.31 0.41 0.878 6.43525340095 8.39187198026 0.7 0.92 0.92 14.2480211082 13.47017099 0.0 0.0 0.875 0.0308398725285 0.198745845184 0.96 1.43 0.843 22.1053352979 23.7706884145 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 29.6132944629 -99.0 1.9183
20170.0 1.65249 1.0 7.59 1.4 1.09 114.971215726 23.3403330456 0.0 0.0 1.177 0.0 0.00377004248838 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.85 1.67 1.075 48.3432548285 26.5674894156 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.01 1.021 0.0263902974187 0.754008497676 0.61 0.81 1.056 8.04904071269 9.82473072472 1.59 1.83 1.018 21.6362738408 21.2064889971 2.94 4.1 0.991 36.3507496729 38.8389777153 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 43.8858310558 13.822 1.6525
20179.0 1.73601 1.0 37.09 1.3 1.936 1611.12349736 236.241826602 1.0 1.31 1.943 59.3345784555 62.3864678857 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 4.86 1.21 1.935 233.478678806 70.7417005055 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.02 1.931 0.179092912672 2.09063563364 0.0 0.0 1.934 0.0 0.0511694036206 2.07 1.96 1.931 76.7248657717 61.651821448 1.91 2.39 1.929 63.2197981733 67.3462450795 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 17.4405919076 23.933 1.736
20223.0 1.52692 1.0 5.77 1.2 1.959 343.196460513 101.542589397 0.28 0.67 1.432 15.2913428205 26.8389976731 -99.0 -99.0 -99.0 -99.0 -99.0 5.87 0.84 1.153 348.412296392 94.6527788771 0.66 1.22 2.075 47.1285200956 61.390942333 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 2.565 0.0 0.182039795482 0.0 0.0 2.23 0.00791477371662 3.91385560287 0.0 0.0 2.591 0.0 0.185997182341 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 28.5732777505 8.0079 1.5269
20224.0 1.51809 1.0 5.86 2.77 0.961 45.2406387381 19.971486325 0.01 0.03 1.034 0.0635402229468 0.778367731098 1.47 2.93 1.1 18.2479577775 37.3576798288 12.86 1.37 1.088 175.061256746 24.2088249427 5.0 2.47 0.948 41.9484609367 20.694256361 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.01 0.902 0.0158850557367 0.33358617047 0.69 1.03 0.932 4.51532709315 6.54861422745 9.63 7.51 0.9 70.3112279545 47.238184497 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 47.4384627688 11.096 1.5181
20228.0 1.63794 1.0 4.87 2.08 1.172 90.1157721555 38.3708499814 0.51 1.35 0.968 9.50362783081 16.4332774817 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.215 0.00379083678931 1.01215342275 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.41 1.74 1.382 7.89631303214 30.353230172 0.01 0.04 1.269 0.121306777258 3.71122921674 0.0 0.0 1.391 0.0 0.648233090973 0.22 1.2 1.488 4.81436272243 42.7606389834 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 22.4282162407 4.7348 1.6379
20252.0 2.09411 1.0 4.5 1.05 1.087 66.0836234006 16.0433856586 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.07 0.97 1.071 34.3200467986 15.3000378138 -99.0 -99.0 -99.0 -99.0 -99.0 3.25 1.6 0.939 47.5290148055 23.1019582368 0.0 0.0 1.015 0.0032319471512 0.0387833658144 0.13 0.36 1.052 1.57719020979 4.25324245098 0.51 0.86 1.012 6.91636690357 8.34811949155 0.39 0.66 0.984 4.83176099104 6.42834288374 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 47.2981417886 24.001 2.0941
20303.0 1.39768 1.0 26.21 2.29 0.468 276.475593073 37.064996163 0.08 0.3 0.625 1.56818257649 7.45303793667 2.79 3.11 0.796 86.2291882153 68.053284842 5.5 1.55 0.763 175.974275133 52.9345033532 1.55 2.17 0.443 17.3542757999 17.7379800474 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.14 0.47 0.415 1.10106436222 3.33655867338 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 17.2312737542 4.6849 1.3977
20357.0 1.78988 1.0 9.15 1.85 0.952 113.191248369 23.3450901114 0.0 0.0 1.193 0.0 0.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.31 2.89 0.914 17.4129353234 18.0473712131 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.02 0.22 0.785 0.182803561444 6.73864108851 0.13 0.57 0.868 1.35131260126 5.95366108937 0.0 0.01 0.779 0.00716876711543 0.265244383271 0.06 0.39 0.719 0.523319999426 2.56641862732 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 35.2593544955 41.552 1.7899
20373.0 1.83346 1.0 48.82 4.09 1.031 570.165098501 99.0520423793 0.69 2.26 0.889 9.90308668554 22.5236989405 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 6.99 5.11 1.06 87.6349057336 58.1409301702 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.02 1.354 0.0105877619589 29.4375074997 0.0 0.0 1.171 0.0 0.0 0.03 0.25 1.096 0.310574350794 10.4995306092 0.0 0.0 1.177 0.0 0.0352925398629 0.0 0.0 1.24 0.0 1.030542164 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 57.1185801821 11.908 1.8335
20376.0 1.88204 1.0 18.95 1.91 0.979 123.922638131 13.9415136501 0.0 0.0 1.065 0.0 0.00346976447239 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.94 1.7 0.964 21.366809621 11.2420368905 -99.0 -99.0 -99.0 -99.0 -99.0 15.9 12.48 0.838 86.5914421729 56.6855421854 0.01 0.04 0.91 0.062455760503 0.516994906386 0.12 0.47 0.945 0.655785485281 2.44965371751 1.42 1.92 0.908 8.14006745222 8.33437426268 0.67 1.14 0.881 3.33791342244 4.95829343104 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 51.8175449383 38.842 1.882
20411.0 1.26257 1.0 6.51 2.79 0.741 41.709206787 18.3817517248 1.63 1.51 0.869 12.3753077253 10.4792337917 0.24 0.89 0.994 2.16125909917 7.14674021135 12.8 1.33 0.971 119.165373889 13.0471101447 4.39 4.28 0.719 31.070861896 25.1351339406 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 92.65 38.99 0.693 529.464281768 218.02198385 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 50.3939014145 32.434 1.2626
20449.0 1.66046 1.0 9.09 1.98 1.012 61.0796629154 13.6630507506 0.16 0.35 1.053 1.41328943115 4.06696586305 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 4.47 2.95 1.005 33.7535614142 18.8576411598 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.02 0.978 0.0187937424355 0.766784691369 0.0 0.0 0.996 0.0 0.165384933433 0.31 0.8 0.977 1.98461920119 5.19834915766 3.41 11.68 0.964 19.1019598115 31.1337137187 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 45.2597540145 17.23 1.6605
20484.0 1.82074 1.0 3.43 1.7 0.751 56.5170841694 24.8232733254 0.0 0.0 1.321 0.00354516899821 1.03518934748 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.65 1.51 0.677 26.9681005694 17.8924679339 -99.0 -99.0 -99.0 -99.0 -99.0 103.04 74.26 0.265 928.866184051 580.287442302 0.01 0.04 0.462 0.0709033799641 0.5920432227 0.1 0.29 0.594 1.15927026241 3.87486971504 0.08 0.31 0.453 0.857930897566 5.48083127123 0.66 1.43 0.371 6.06932932493 10.1427285039 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 30.8938108821 33.907 1.8207
20499.0 2.19952 1.0 12.93 0.96 1.807 365.879881982 58.9432164825 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.18 0.81 1.72 67.0913136971 25.0068760314 -99.0 -99.0 -99.0 -99.0 -99.0 2.77 1.75 1.106 54.1925038756 29.9513677052 0.0 0.01 1.437 0.0218782817423 0.715732359854 0.0 0.0 1.618 0.0 0.0375056258439 0.19 0.61 1.424 4.11936790519 9.53267990199 0.36 0.63 1.296 6.80414562184 9.69207881182 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 45.2854566461 21.998 2.1995
20545.0 2.04043 1.0 8.61 1.15 1.041 211.90423723 43.8128817305 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.66 1.21 1.112 19.8031199534 27.0981407235 -99.0 -99.0 -99.0 -99.0 -99.0 4.97 2.22 2.025 276.349069046 149.623572981 0.0 0.0 1.42 0.0 0.128271330042 0.34 0.59 1.209 9.23553576303 12.2219554471 0.06 0.2 1.437 2.0852313653 13.152744842 0.0 0.0 1.633 0.0 0.026312067701 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 28.0612744364 26.085 2.0404
20595.0 1.66446 1.0 16.16 2.0 0.859 61.7761197391 8.15549867515 0.53 0.87 0.786 2.39448143339 3.64426562981 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.55 2.03 0.873 10.8652409869 7.40863064186 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.35 4.25 0.926 8.50829061048 10.7488947104 0.0 0.0 0.891 0.0 0.0412841626446 2.7 4.66 0.929 10.4599055719 13.5261929246 1.33 4.52 0.958 4.86402498067 14.4156789744 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 93.5987110892 33.384 1.6645
20683.0 1.79268 1.0 17.27 2.75 1.488 293.939871378 63.4945643611 0.0 0.0 1.435 0.0 0.0465502671269 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.57 4.13 1.498 69.8826933268 56.7018061504 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.536 0.0 0.0465502671269 6.64 3.48 1.511 101.90927711 50.1203145366 0.0 0.0 1.538 0.0 0.0787773751379 0.0 0.0 1.558 0.0 0.017903948895 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 21.9829316922 -99.0 1.7927
20689.0 1.52061 1.0 5.05 1.54 1.254 154.859339604 59.8783627773 0.0 0.0 1.301 0.0 0.0515748172069 0.0 0.0 1.342 0.0039672936313 1.37665089006 0.42 0.88 1.335 22.2565172716 45.6199094664 0.19 0.51 1.246 5.99061338327 19.1580609456 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.07 0.45 1.215 1.89239906213 88.9943307374 0.01 0.04 1.235 0.130920689833 8.5296813073 59.07 178.14 1.214 1565.87889439 4561.44742741 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 14.6757990774 -99.0 1.5206
20739.0 1.79407 1.0 9.55 2.16 1.247 220.563550663 58.2268876585 0.0 0.0 1.266 0.0 0.103791243598 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.64 1.53 1.244 16.5457558329 31.4451678018 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.01 0.04 1.231 0.164634386397 4.57039372671 0.0 0.0 1.239 0.0 0.0572641343989 0.19 0.85 1.23 4.50239256712 32.1287584062 0.0 0.0 1.224 0.0 1.18823078878 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 14.816275865 21.885 1.7941
20746.0 2.01772 1.0 6.13 1.56 0.875 66.3282213062 17.3972403006 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.48 2.84 0.9 18.8486672057 17.6126347043 -99.0 -99.0 -99.0 -99.0 -99.0 5.38 3.01 1.159 82.8771390321 44.5137388492 0.0 0.0 0.997 0.0 0.00331376005726 0.0 0.0 0.932 0.0 0.00994128017179 2.51 1.72 1.002 31.8386066302 18.6167040017 0.15 0.49 1.058 1.87227443235 8.36724414459 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 48.9557477466 10.55 2.0177
20853.0 1.80527 1.0 11.22 1.21 0.952 306.580115283 43.4289747511 0.0 0.0 1.061 0.0 0.0106941577816 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.77 2.6 0.933 22.6466614622 29.9293829114 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.6 1.11 0.867 12.5656353934 18.2335390176 0.0 0.0 0.91 0.0 0.627390589854 0.62 1.07 0.864 13.3391794729 19.0106478164 0.87 1.19 0.831 16.7007097356 20.5898184488 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 18.7217659101 14.407 1.8053
21002.0 2.22199 1.0 3.48 1.75 1.007 56.5209699596 26.5674319287 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.11 0.89 1.049 2.24705849491 7.64124035146 -99.0 -99.0 -99.0 -99.0 -99.0 4.45 1.93 1.507 110.087244219 47.38996707 0.01 0.09 1.216 0.180012973349 4.32341503232 0.0 0.02 1.103 0.0403477354058 2.65053584896 0.0 0.01 1.224 0.0124146878172 1.44010378679 0.0 0.0 1.323 0.0 0.0124146878172 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 38.4052501212 -99.0 2.222
